date,stock_code,stock_name,weight_pct,holding_days
2017-12-28,128940,한미약품(128940),56.5,90
2017-12-28,005380,현대차(005380),29.9,28
2017-12-28,012330,현대모비스(012330),8.9,423
2017-12-28,010120,LS ELECTRIC(010120),3.0,331
2017-12-28,079550,LIG넥스원(079550),1.7,0
2018-01-31,128940,한미약품(128940),56.6,124
2018-01-31,005380,현대차(005380),30.4,62
2018-01-31,012330,현대모비스(012330),8.2,457
2018-01-31,010120,LS ELECTRIC(010120),3.1,365
2018-01-31,079550,LIG넥스원(079550),1.7,34
2018-02-28,068270,셀트리온(068270),52.7,0
2018-02-28,005380,현대차(005380),35.5,90
2018-02-28,012330,현대모비스(012330),8.9,485
2018-02-28,010120,LS ELECTRIC(010120),2.9,393
2018-03-30,068270,셀트리온(068270),51.3,30
2018-03-30,004310,현대약품(004310),34.8,0
2018-03-30,012330,현대모비스(012330),10.4,515
2018-03-30,010120,LS ELECTRIC(010120),3.6,423
2018-04-30,083650,비에이치아이(083650),83.7,0
2018-04-30,012330,현대모비스(012330),11.9,546
2018-04-30,010120,LS ELECTRIC(010120),4.4,454
2018-05-31,012450,한화에어로스페이스(012450),94.6,0
2018-05-31,010120,LS ELECTRIC(010120),5.4,485
2018-06-29,035720,카카오(035720),79.7,0
2018-06-29,035420,NAVER(035420),13.3,0
2018-06-29,010120,LS ELECTRIC(010120),6.9,514
2018-07-31,035720,카카오(035720),80.0,32
2018-07-31,035420,NAVER(035420),12.7,32
2018-07-31,010120,LS ELECTRIC(010120),7.3,546
2018-08-31,035720,카카오(035720),81.2,63
2018-08-31,207940,삼성바이오로직스(207940),12.2,0
2018-08-31,010120,LS ELECTRIC(010120),6.6,577
2018-09-28,035720,카카오(035720),78.7,91
2018-09-28,207940,삼성바이오로직스(207940),14.3,28
2018-09-28,010120,LS ELECTRIC(010120),7.0,605
2018-10-31,005935,삼성전자우(005935),49.7,0
2018-10-31,003490,대한항공(003490),25.9,0
2018-10-31,084670,동양고속(084670),24.4,0
2018-11-30,000250,삼천당제약(000250),45.0,0
2018-11-30,003490,대한항공(003490),29.0,30
2018-11-30,084670,동양고속(084670),26.0,30
2018-12-28,000250,삼천당제약(000250),42.9,28
2018-12-28,003490,대한항공(003490),31.0,58
2018-12-28,079550,LIG넥스원(079550),26.1,0
2019-01-31,000250,삼천당제약(000250),46.8,62
2019-01-31,003490,대한항공(003490),31.3,92
2019-01-31,010140,삼성중공업(010140),21.9,0
2019-02-28,000250,삼천당제약(000250),49.4,90
2019-02-28,003490,대한항공(003490),29.8,120
2019-02-28,010140,삼성중공업(010140),20.7,28
2019-03-29,000250,삼천당제약(000250),50.7,119
2019-03-29,003490,대한항공(003490),28.6,149
2019-03-29,010140,삼성중공업(010140),20.7,57
2019-04-30,000250,삼천당제약(000250),49.6,151
2019-04-30,099320,쎄트렉아이(099320),29.7,0
2019-04-30,010140,삼성중공업(010140),20.7,89
2019-05-31,009540,HD한국조선해양(009540),44.3,0
2019-05-31,099320,쎄트렉아이(099320),35.3,31
2019-05-31,010140,삼성중공업(010140),20.5,120
2019-06-28,012450,한화에어로스페이스(012450),44.3,0
2019-06-28,099320,쎄트렉아이(099320),34.5,59
2019-06-28,010140,삼성중공업(010140),21.2,148
2019-07-31,012450,한화에어로스페이스(012450),47.1,33
2019-07-31,099320,쎄트렉아이(099320),32.8,92
2019-07-31,006400,삼성SDI(006400),11.6,0
2019-07-31,047810,한국항공우주(047810),8.5,0
2019-08-30,012450,한화에어로스페이스(012450),49.5,63
2019-08-30,099320,쎄트렉아이(099320),32.6,122
2019-08-30,006400,삼성SDI(006400),10.1,30
2019-08-30,010140,삼성중공업(010140),7.8,0
2019-09-30,012450,한화에어로스페이스(012450),53.3,94
2019-09-30,099320,쎄트렉아이(099320),29.8,153
2019-09-30,006400,삼성SDI(006400),9.0,61
2019-09-30,010140,삼성중공업(010140),7.9,31
2019-10-31,012450,한화에어로스페이스(012450),50.5,125
2019-10-31,099320,쎄트렉아이(099320),32.1,184
2019-10-31,006400,삼성SDI(006400),9.7,92
2019-10-31,010140,삼성중공업(010140),7.7,62
2019-11-29,012450,한화에어로스페이스(012450),52.3,154
2019-11-29,099320,쎄트렉아이(099320),30.2,213
2019-11-29,015760,한국전력(015760),10.0,0
2019-11-29,010140,삼성중공업(010140),7.5,91
2019-12-30,012450,한화에어로스페이스(012450),48.7,185
2019-12-30,099320,쎄트렉아이(099320),33.2,244
2019-12-30,226950,올릭스(226950),10.1,0
2019-12-30,010140,삼성중공업(010140),8.0,122
2020-01-31,011070,LG이노텍(011070),48.5,0
2020-01-31,099320,쎄트렉아이(099320),34.9,276
2020-01-31,226950,올릭스(226950),8.8,32
2020-01-31,010140,삼성중공업(010140),7.9,154
2020-02-28,011070,LG이노텍(011070),42.6,28
2020-02-28,099320,쎄트렉아이(099320),42.3,304
2020-02-28,035720,카카오(035720),9.7,0
2020-02-28,316140,우리금융지주(316140),5.4,0
2020-03-31,068270,셀트리온(068270),63.5,0
2020-03-31,064350,현대로템(064350),25.9,0
2020-03-31,035720,카카오(035720),10.6,32
2020-04-29,068270,셀트리온(068270),53.9,29
2020-04-29,064350,현대로템(064350),34.5,29
2020-04-29,035720,카카오(035720),11.6,61
2020-05-29,068270,셀트리온(068270),53.9,59
2020-05-29,064350,현대로템(064350),29.8,59
2020-05-29,035720,카카오(035720),16.3,91
2020-06-30,068270,셀트리온(068270),62.9,91
2020-06-30,064350,현대로템(064350),23.7,91
2020-06-30,083650,비에이치아이(083650),13.4,0
2020-07-31,066970,엘앤에프(066970),59.8,0
2020-07-31,064350,현대로템(064350),27.5,122
2020-07-31,083650,비에이치아이(083650),12.7,31
2020-08-31,066970,엘앤에프(066970),64.1,31
2020-08-31,034020,두산에너빌리티(034020),23.7,0
2020-08-31,083650,비에이치아이(083650),12.3,62
2020-09-29,066970,엘앤에프(066970),66.5,60
2020-09-29,032820,우리기술(032820),20.5,0
2020-09-29,083650,비에이치아이(083650),13.1,91
2020-10-30,066970,엘앤에프(066970),69.2,91
2020-10-30,006400,삼성SDI(006400),17.3,0
2020-10-30,083650,비에이치아이(083650),13.5,122
2020-11-30,066970,엘앤에프(066970),71.1,122
2020-11-30,006400,삼성SDI(006400),16.7,31
2020-11-30,083650,비에이치아이(083650),12.3,153
2020-12-30,066970,엘앤에프(066970),75.3,152
2020-12-30,006400,삼성SDI(006400),14.7,61
2020-12-30,083650,비에이치아이(083650),10.1,183
2021-01-29,066970,엘앤에프(066970),73.8,182
2021-01-29,006400,삼성SDI(006400),16.3,91
2021-01-29,083650,비에이치아이(083650),9.9,213
2021-02-26,066970,엘앤에프(066970),73.7,210
2021-02-26,006400,삼성SDI(006400),15.5,119
2021-02-26,083650,비에이치아이(083650),10.8,241
2021-03-31,066970,엘앤에프(066970),72.2,243
2021-03-31,083650,비에이치아이(083650),14.4,274
2021-03-31,006400,삼성SDI(006400),13.5,152
2021-04-30,066970,엘앤에프(066970),74.6,273
2021-04-30,083650,비에이치아이(083650),13.5,304
2021-04-30,006400,삼성SDI(006400),11.9,182
2021-05-31,001440,대한전선(001440),72.3,0
2021-05-31,083650,비에이치아이(083650),16.5,335
2021-05-31,006400,삼성SDI(006400),11.2,213
2021-06-30,277810,레인보우로보틱스(277810),78.1,0
2021-06-30,083650,비에이치아이(083650),12.8,365
2021-06-30,006400,삼성SDI(006400),9.2,243
2021-07-30,277810,레인보우로보틱스(277810),76.7,30
2021-07-30,083650,비에이치아이(083650),12.9,395
2021-07-30,006400,삼성SDI(006400),10.5,273
2021-08-31,277810,레인보우로보틱스(277810),76.4,62
2021-08-31,006400,삼성SDI(006400),12.0,305
2021-08-31,086520,에코프로(086520),11.5,0
2021-09-30,277810,레인보우로보틱스(277810),78.2,92
2021-09-30,006400,삼성SDI(006400),11.3,335
2021-09-30,267260,HD현대일렉트릭(267260),10.5,0
2021-10-29,067310,하나마이크론(067310),83.6,0
2021-10-29,006400,삼성SDI(006400),12.5,364
2021-10-29,086520,에코프로(086520),3.8,0
2021-11-30,067310,하나마이크론(067310),82.9,32
2021-11-30,003670,포스코퓨처엠(003670),12.0,0
2021-11-30,086520,에코프로(086520),5.1,32
2021-12-30,067310,하나마이크론(067310),85.7,62
2021-12-30,003670,포스코퓨처엠(003670),10.0,30
2021-12-30,086520,에코프로(086520),4.3,62
2022-01-28,067310,하나마이크론(067310),88.4,91
2022-01-28,000720,현대건설(000720),10.9,0
2022-02-28,067310,하나마이크론(067310),88.5,122
2022-02-28,000720,현대건설(000720),10.7,31
2022-03-31,267260,HD현대일렉트릭(267260),87.3,0
2022-03-31,000720,현대건설(000720),11.9,62
2022-04-29,267260,HD현대일렉트릭(267260),88.3,29
2022-04-29,000720,현대건설(000720),11.0,91
2022-05-31,267260,HD현대일렉트릭(267260),88.8,61
2022-05-31,000720,현대건설(000720),10.4,123
2022-06-30,267260,HD현대일렉트릭(267260),90.3,91
2022-06-30,000720,현대건설(000720),9.0,153
2022-07-29,267260,HD현대일렉트릭(267260),90.8,120
2022-07-29,000720,현대건설(000720),8.5,182
2022-08-31,267260,HD현대일렉트릭(267260),90.9,153
2022-08-31,000720,현대건설(000720),8.4,215
2022-09-30,267260,HD현대일렉트릭(267260),92.8,183
2022-09-30,015760,한국전력(015760),6.1,0
2022-10-31,267260,HD현대일렉트릭(267260),94.2,214
2022-10-31,010120,LS ELECTRIC(010120),5.2,0
2022-11-30,267260,HD현대일렉트릭(267260),95.0,244
2022-11-30,010120,LS ELECTRIC(010120),4.5,30
2022-12-29,267260,HD현대일렉트릭(267260),95.2,273
2022-12-29,010120,LS ELECTRIC(010120),4.4,59
2023-01-31,267260,HD현대일렉트릭(267260),95.2,306
2023-01-31,010120,LS ELECTRIC(010120),4.4,92
2023-02-28,267260,HD현대일렉트릭(267260),95.6,334
2023-02-28,010120,LS ELECTRIC(010120),4.0,120
2023-03-31,267260,HD현대일렉트릭(267260),94.7,365
2023-03-31,010120,LS ELECTRIC(010120),4.9,151
2023-04-28,267260,HD현대일렉트릭(267260),95.6,393
2023-04-28,010120,LS ELECTRIC(010120),4.2,179
2023-05-31,267260,HD현대일렉트릭(267260),95.4,426
2023-05-31,010120,LS ELECTRIC(010120),4.3,212
2023-06-30,267260,HD현대일렉트릭(267260),95.7,456
2023-06-30,010120,LS ELECTRIC(010120),4.1,242
2023-07-31,267260,HD현대일렉트릭(267260),95.1,487
2023-07-31,010120,LS ELECTRIC(010120),4.7,273
2023-08-31,267260,HD현대일렉트릭(267260),95.1,518
2023-08-31,010120,LS ELECTRIC(010120),4.7,304
2023-09-27,267260,HD현대일렉트릭(267260),95.2,545
2023-09-27,010120,LS ELECTRIC(010120),4.6,331
2023-10-31,267260,HD현대일렉트릭(267260),97.0,579
2023-10-31,272210,한화시스템(272210),2.9,0
2023-11-30,267260,HD현대일렉트릭(267260),96.6,609
2023-11-30,272210,한화시스템(272210),3.2,30
2023-12-28,267260,HD현대일렉트릭(267260),96.3,637
2023-12-28,272210,한화시스템(272210),3.5,58
2024-01-31,267260,HD현대일렉트릭(267260),97.3,671
2024-01-31,272210,한화시스템(272210),2.5,92
2024-02-29,267260,HD현대일렉트릭(267260),97.6,700
2024-02-29,272210,한화시스템(272210),2.3,121
2024-03-29,267260,HD현대일렉트릭(267260),98.3,729
2024-03-29,080220,제주반도체(080220),1.6,0
2024-04-30,267260,HD현대일렉트릭(267260),99.0,761
2024-05-31,267260,HD현대일렉트릭(267260),99.1,792
2024-06-28,267260,HD현대일렉트릭(267260),99.1,820
2024-07-31,267260,HD현대일렉트릭(267260),99.2,853
2024-08-30,128940,한미약품(128940),99.9,0
2024-09-30,128940,한미약품(128940),99.9,31
2024-10-31,128940,한미약품(128940),99.9,62
2024-11-29,035720,카카오(035720),54.6,0
2024-11-29,003490,대한항공(003490),45.3,0
2024-12-30,277810,레인보우로보틱스(277810),56.7,0
2024-12-30,003490,대한항공(003490),43.2,31
2025-01-31,277810,레인보우로보틱스(277810),68.7,32
2025-01-31,003490,대한항공(003490),31.2,63
2025-02-28,277810,레인보우로보틱스(277810),72.5,60
2025-02-28,003490,대한항공(003490),27.4,91
2025-03-31,000720,현대건설(000720),66.5,0
2025-03-31,003490,대한항공(003490),30.8,122
2025-03-31,373220,LG에너지솔루션(373220),2.7,0
2025-04-30,000720,현대건설(000720),70.0,30
2025-04-30,003490,대한항공(003490),27.6,152
2025-04-30,373220,LG에너지솔루션(373220),2.4,30
2025-05-30,000720,현대건설(000720),77.2,60
2025-05-30,003490,대한항공(003490),21.3,182
2025-05-30,402340,SK스퀘어(402340),1.5,0
2025-06-30,000720,현대건설(000720),79.8,91
2025-06-30,003490,대한항공(003490),18.2,213
2025-06-30,402340,SK스퀘어(402340),2.0,31
2025-07-31,000720,현대건설(000720),77.1,122
2025-07-31,042660,한화오션(042660),21.0,0
2025-07-31,402340,SK스퀘어(402340),1.9,62
2025-08-29,347850,디앤디파마텍(347850),75.5,0
2025-08-29,042660,한화오션(042660),22.5,29
2025-08-29,402340,SK스퀘어(402340),2.0,91
2025-09-30,347850,디앤디파마텍(347850),79.5,32
2025-09-30,042660,한화오션(042660),18.2,61
2025-09-30,402340,SK스퀘어(402340),2.2,123
2025-10-31,347850,디앤디파마텍(347850),81.1,63
2025-10-31,042660,한화오션(042660),16.8,92
2025-10-31,402340,SK스퀘어(402340),2.1,154
2025-11-28,347850,디앤디파마텍(347850),87.7,91
2025-11-28,098460,고영(098460),10.4,0
2025-11-28,402340,SK스퀘어(402340),1.9,182
2025-12-30,347850,디앤디파마텍(347850),87.3,123
2025-12-30,080220,제주반도체(080220),10.2,0
2025-12-30,402340,SK스퀘어(402340),2.4,214
2026-01-30,347850,디앤디파마텍(347850),81.3,154
2026-01-30,080220,제주반도체(080220),15.2,31
2026-01-30,402340,SK스퀘어(402340),3.4,245
2026-02-19,347850,디앤디파마텍(347850),79.5,174
2026-02-19,080220,제주반도체(080220),16.9,51
2026-02-19,402340,SK스퀘어(402340),3.5,265
